"","time","country","province","cum_confirm","cum_heal","cum_dead","suspected"
"1535",2020-03-04,"中国","台湾",42,12,1,0
"1536",2020-03-04,"中国","香港",104,43,2,0
"1537",2020-03-04,"中国","澳门",10,9,0,0
"1538",2020-03-05,"中国","北京",422,298,8,0
"1539",2020-03-05,"中国","天津",136,128,3,0
"1540",2020-03-05,"中国","河北",318,304,6,0
"1541",2020-03-05,"中国","山西",133,126,0,0
"1542",2020-03-05,"中国","内蒙古",75,65,1,0
"1543",2020-03-05,"中国","辽宁",125,106,1,0
"1544",2020-03-05,"中国","吉林",93,88,1,0
"1545",2020-03-05,"中国","黑龙江",481,380,13,0
"1546",2020-03-05,"中国","上海",339,303,3,0
"1547",2020-03-05,"中国","江苏",631,588,0,0
"1548",2020-03-05,"中国","浙江",1215,1136,1,0
"1549",2020-03-05,"中国","安徽",990,970,6,0
"1550",2020-03-05,"中国","福建",296,278,1,0
"1551",2020-03-05,"中国","江西",935,901,1,0
"1552",2020-03-05,"中国","山东",758,602,6,0
"1553",2020-03-05,"中国","河南",1272,1241,22,0
"1554",2020-03-05,"中国","湖北",67466,40578,2902,0
"1555",2020-03-05,"中国","湖南",1018,946,4,0
"1556",2020-03-05,"中国","广东",1351,1209,7,0
"1557",2020-03-05,"中国","广西",252,217,2,0
"1558",2020-03-05,"中国","海南",168,158,6,0
"1559",2020-03-05,"中国","重庆",576,512,6,0
"1560",2020-03-05,"中国","四川",539,428,3,0
"1561",2020-03-05,"中国","贵州",146,114,2,0
"1562",2020-03-05,"中国","云南",174,169,2,0
"1563",2020-03-05,"中国","西藏",1,1,0,0
"1564",2020-03-05,"中国","陕西",245,224,1,0
"1565",2020-03-05,"中国","甘肃",102,87,2,0
"1566",2020-03-05,"中国","青海",18,18,0,0
"1567",2020-03-05,"中国","宁夏",75,69,0,0
"1568",2020-03-05,"中国","新疆",76,70,3,0
"1569",2020-03-05,"中国","台湾",44,12,1,0
"1570",2020-03-05,"中国","香港",104,46,2,0
"1571",2020-03-05,"中国","澳门",10,9,0,0
"1572",2020-03-06,"中国","北京",426,303,8,0
"1573",2020-03-06,"中国","天津",136,128,3,0
"1574",2020-03-06,"中国","河北",318,305,6,0
"1575",2020-03-06,"中国","山西",133,126,0,0
"1576",2020-03-06,"中国","内蒙古",75,65,1,0
"1577",2020-03-06,"中国","辽宁",125,106,1,0
"1578",2020-03-06,"中国","吉林",93,90,1,0
"1579",2020-03-06,"中国","黑龙江",481,402,13,0
"1580",2020-03-06,"中国","上海",342,306,3,0
"1581",2020-03-06,"中国","江苏",631,601,0,0
"1582",2020-03-06,"中国","浙江",1215,1159,1,0
"1583",2020-03-06,"中国","安徽",990,975,6,0
"1584",2020-03-06,"中国","福建",296,284,1,0
"1585",2020-03-06,"中国","江西",935,908,1,0
"1586",2020-03-06,"中国","山东",758,625,6,0
"1587",2020-03-06,"中国","河南",1272,1244,22,0
"1588",2020-03-06,"中国","湖北",67666,43468,2959,0
"1589",2020-03-06,"中国","湖南",1018,959,4,0
"1590",2020-03-06,"中国","广东",1352,1218,7,0
"1591",2020-03-06,"中国","广西",252,219,2,0
"1592",2020-03-06,"中国","海南",168,158,6,0
"1593",2020-03-06,"中国","重庆",576,513,6,0
"1594",2020-03-06,"中国","四川",539,448,3,0
"1595",2020-03-06,"中国","贵州",146,115,2,0
"1596",2020-03-06,"中国","云南",174,170,2,0
"1597",2020-03-06,"中国","西藏",1,1,0,0
"1598",2020-03-06,"中国","陕西",245,226,1,0
"1599",2020-03-06,"中国","甘肃",119,87,2,0
"1600",2020-03-06,"中国","青海",18,18,0,0
"1601",2020-03-06,"中国","宁夏",75,71,0,0
"1602",2020-03-06,"中国","新疆",76,71,3,0
"1603",2020-03-06,"中国","台湾",45,12,1,0
"1604",2020-03-06,"中国","香港",107,51,2,0
"1605",2020-03-06,"中国","澳门",10,10,0,0
"1606",2020-03-07,"中国","北京",426,303,8,0
"1607",2020-03-07,"中国","天津",136,128,3,0
"1608",2020-03-07,"中国","河北",318,307,6,0
"1609",2020-03-07,"中国","山西",133,126,0,0
"1610",2020-03-07,"中国","内蒙古",75,68,1,0
"1611",2020-03-07,"中国","辽宁",125,108,1,0
"1612",2020-03-07,"中国","吉林",93,90,1,0
"1613",2020-03-07,"中国","黑龙江",481,409,13,0
"1614",2020-03-07,"中国","上海",342,313,3,0
"1615",2020-03-07,"中国","江苏",631,610,0,0
"1616",2020-03-07,"中国","浙江",1215,1166,1,0
"1617",2020-03-07,"中国","安徽",990,981,6,0
"1618",2020-03-07,"中国","福建",296,295,1,0
"1619",2020-03-07,"中国","江西",935,916,1,0
"1620",2020-03-07,"中国","山东",758,637,6,0
"1621",2020-03-07,"中国","河南",1272,1246,22,0
"1622",2020-03-07,"中国","湖北",67707,45011,2986,0
"1623",2020-03-07,"中国","湖南",1018,965,4,0
"1624",2020-03-07,"中国","广东",1352,1240,7,0
"1625",2020-03-07,"中国","广西",252,223,2,0
"1626",2020-03-07,"中国","海南",168,158,6,0
"1627",2020-03-07,"中国","重庆",576,526,6,0
"1628",2020-03-07,"中国","四川",539,457,3,0
"1629",2020-03-07,"中国","贵州",146,117,2,0
"1630",2020-03-07,"中国","云南",174,170,2,0
"1631",2020-03-07,"中国","西藏",1,1,0,0
"1632",2020-03-07,"中国","陕西",245,226,1,0
"1633",2020-03-07,"中国","甘肃",120,87,2,0
"1634",2020-03-07,"中国","青海",18,18,0,0
"1635",2020-03-07,"中国","宁夏",75,71,0,0
"1636",2020-03-07,"中国","新疆",76,72,3,0
"1637",2020-03-07,"中国","台湾",45,13,1,0
"1638",2020-03-07,"中国","香港",109,55,2,0
"1639",2020-03-07,"中国","澳门",10,10,0,0
"1640",2020-03-08,"中国","北京",428,315,8,0
"1641",2020-03-08,"中国","天津",136,129,3,0
"1642",2020-03-08,"中国","河北",318,307,6,0
"1643",2020-03-08,"中国","山西",133,126,0,0
"1644",2020-03-08,"中国","内蒙古",75,70,1,0
"1645",2020-03-08,"中国","辽宁",125,109,1,0
"1646",2020-03-08,"中国","吉林",93,90,1,0
"1647",2020-03-08,"中国","黑龙江",481,421,13,0
"1648",2020-03-08,"中国","上海",342,314,3,0
"1649",2020-03-08,"中国","江苏",631,618,0,0
"1650",2020-03-08,"中国","浙江",1215,1173,1,0
"1651",2020-03-08,"中国","安徽",990,984,6,0
"1652",2020-03-08,"中国","福建",296,295,1,0
"1653",2020-03-08,"中国","江西",935,919,1,0
"1654",2020-03-08,"中国","山东",758,647,6,0
"1655",2020-03-08,"中国","河南",1272,1247,22,0
"1656",2020-03-08,"中国","湖北",67743,46433,3007,0
"1657",2020-03-08,"中国","湖南",1018,979,4,0
"1658",2020-03-08,"中国","广东",1352,1253,7,0
"1659",2020-03-08,"中国","广西",252,230,2,0
"1660",2020-03-08,"中国","海南",168,159,6,0
"1661",2020-03-08,"中国","重庆",576,527,6,0
"1662",2020-03-08,"中国","四川",539,465,3,0
"1663",2020-03-08,"中国","贵州",146,123,2,0
"1664",2020-03-08,"中国","云南",174,170,2,0
"1665",2020-03-08,"中国","西藏",1,1,0,0
"1666",2020-03-08,"中国","陕西",245,227,1,0
"1667",2020-03-08,"中国","甘肃",124,87,2,0
"1668",2020-03-08,"中国","青海",18,18,0,0
"1669",2020-03-08,"中国","宁夏",75,71,0,0
"1670",2020-03-08,"中国","新疆",76,73,3,0
"1671",2020-03-08,"中国","台湾",45,15,1,0
"1672",2020-03-08,"中国","香港",114,59,4,0
"1673",2020-03-08,"中国","澳门",10,10,0,0
"1674",2020-03-09,"中国","北京",429,320,8,0
"1675",2020-03-09,"中国","天津",136,130,3,0
"1676",2020-03-09,"中国","河北",318,307,6,0
"1677",2020-03-09,"中国","山西",133,127,0,0
"1678",2020-03-09,"中国","内蒙古",75,70,1,0
"1679",2020-03-09,"中国","辽宁",125,110,1,0
"1680",2020-03-09,"中国","吉林",93,91,1,0
"1681",2020-03-09,"中国","黑龙江",481,434,13,0
"1682",2020-03-09,"中国","上海",342,315,3,0
"1683",2020-03-09,"中国","江苏",631,621,0,0
"1684",2020-03-09,"中国","浙江",1215,1189,1,0
"1685",2020-03-09,"中国","安徽",990,984,6,0
"1686",2020-03-09,"中国","福建",296,295,1,0
"1687",2020-03-09,"中国","江西",935,923,1,0
"1688",2020-03-09,"中国","山东",758,703,6,0
"1689",2020-03-09,"中国","河南",1272,1247,22,0
"1690",2020-03-09,"中国","湖北",67760,47585,3024,0
"1691",2020-03-09,"中国","湖南",1018,988,4,0
"1692",2020-03-09,"中国","广东",1353,1260,8,0
"1693",2020-03-09,"中国","广西",252,234,2,0
"1694",2020-03-09,"中国","海南",168,159,6,0
"1695",2020-03-09,"中国","重庆",576,542,6,0
"1696",2020-03-09,"中国","四川",539,470,3,0
"1697",2020-03-09,"中国","贵州",146,123,2,0
"1698",2020-03-09,"中国","云南",174,170,2,0
"1699",2020-03-09,"中国","西藏",1,1,0,0
"1700",2020-03-09,"中国","陕西",245,227,1,0
"1701",2020-03-09,"中国","甘肃",124,88,2,0
"1702",2020-03-09,"中国","青海",18,18,0,0
"1703",2020-03-09,"中国","宁夏",75,71,0,0
"1704",2020-03-09,"中国","新疆",76,73,3,0
"1705",2020-03-09,"中国","台湾",45,15,1,0
"1706",2020-03-09,"中国","香港",115,60,3,0
"1707",2020-03-09,"中国","澳门",10,10,0,0
"1708",2020-03-10,"中国","北京",435,326,8,0
"1709",2020-03-10,"中国","天津",136,131,3,0
"1710",2020-03-10,"中国","河北",318,307,6,0
"1711",2020-03-10,"中国","山西",133,131,0,0
"1712",2020-03-10,"中国","内蒙古",75,70,1,0
"1713",2020-03-10,"中国","辽宁",125,111,1,0
"1714",2020-03-10,"中国","吉林",93,91,1,0
"1715",2020-03-10,"中国","黑龙江",482,435,13,0
"1716",2020-03-10,"中国","上海",344,319,3,0
"1717",2020-03-10,"中国","江苏",631,627,0,0
"1718",2020-03-10,"中国","浙江",1215,1202,1,0
"1719",2020-03-10,"中国","安徽",990,984,6,0
"1720",2020-03-10,"中国","福建",296,295,1,0
"1721",2020-03-10,"中国","江西",935,927,1,0
"1722",2020-03-10,"中国","山东",758,720,6,0
"1723",2020-03-10,"中国","河南",1272,1249,22,0
"1724",2020-03-10,"中国","湖北",67773,49056,3046,0
"1725",2020-03-10,"中国","湖南",1018,995,4,0
"1726",2020-03-10,"中国","广东",1353,1282,8,0
"1727",2020-03-10,"中国","广西",252,237,2,0
"1728",2020-03-10,"中国","海南",168,159,6,0
"1729",2020-03-10,"中国","重庆",576,547,6,0
"1730",2020-03-10,"中国","四川",539,484,3,0
"1731",2020-03-10,"中国","贵州",146,133,2,0
"1732",2020-03-10,"中国","云南",174,170,2,0
"1733",2020-03-10,"中国","西藏",1,1,0,0
"1734",2020-03-10,"中国","陕西",245,227,1,0
"1735",2020-03-10,"中国","甘肃",125,88,2,0
"1736",2020-03-10,"中国","青海",18,18,0,0
"1737",2020-03-10,"中国","宁夏",75,71,0,0
"1738",2020-03-10,"中国","新疆",76,73,3,0
"1739",2020-03-10,"中国","台湾",47,17,1,0
"1740",2020-03-10,"中国","香港",120,65,3,0
"1741",2020-03-10,"中国","澳门",10,10,0,0
"1742",2020-03-11,"中国","北京",435,334,8,0
"1743",2020-03-11,"中国","天津",136,132,3,0
"1744",2020-03-11,"中国","河北",318,307,6,0
"1745",2020-03-11,"中国","山西",133,131,0,0
"1746",2020-03-11,"中国","内蒙古",75,71,1,0
"1747",2020-03-11,"中国","辽宁",125,111,1,0
"1748",2020-03-11,"中国","吉林",93,91,1,0
"1749",2020-03-11,"中国","黑龙江",482,440,13,0
"1750",2020-03-11,"中国","上海",344,320,3,0
"1751",2020-03-11,"中国","江苏",631,628,0,0
"1752",2020-03-11,"中国","浙江",1215,1209,1,0
"1753",2020-03-11,"中国","安徽",990,984,6,0
"1754",2020-03-11,"中国","福建",296,295,1,0
"1755",2020-03-11,"中国","江西",935,934,1,0
"1756",2020-03-11,"中国","山东",760,733,6,0
"1757",2020-03-11,"中国","河南",1273,1249,22,0
"1758",2020-03-11,"中国","湖北",67781,50298,3056,0
"1759",2020-03-11,"中国","湖南",1018,998,4,0
"1760",2020-03-11,"中国","广东",1356,1288,8,0
"1761",2020-03-11,"中国","广西",252,241,2,0
"1762",2020-03-11,"中国","海南",168,160,6,0
"1763",2020-03-11,"中国","重庆",576,554,6,0
"1764",2020-03-11,"中国","四川",539,494,3,0
"1765",2020-03-11,"中国","贵州",146,137,2,0
"1766",2020-03-11,"中国","云南",174,170,2,0
"1767",2020-03-11,"中国","西藏",1,1,0,0
"1768",2020-03-11,"中国","陕西",245,232,2,0
"1769",2020-03-11,"中国","甘肃",127,88,2,0
"1770",2020-03-11,"中国","青海",18,18,0,0
"1771",2020-03-11,"中国","宁夏",75,72,0,0
"1772",2020-03-11,"中国","新疆",76,73,3,0
"1773",2020-03-11,"中国","台湾",48,17,1,0
"1774",2020-03-11,"中国","香港",129,67,3,0
"1775",2020-03-11,"中国","澳门",10,10,0,0
"1776",2020-03-12,"中国","北京",436,344,8,0
"1777",2020-03-12,"中国","天津",136,132,3,0
"1778",2020-03-12,"中国","河北",318,310,6,0
"1779",2020-03-12,"中国","山西",133,132,0,0
"1780",2020-03-12,"中国","内蒙古",75,71,1,0
"1781",2020-03-12,"中国","辽宁",125,112,1,0
"1782",2020-03-12,"中国","吉林",93,91,1,0
"1783",2020-03-12,"中国","黑龙江",482,446,13,0
"1784",2020-03-12,"中国","上海",346,321,3,0
"1785",2020-03-12,"中国","江苏",631,630,0,0
"1786",2020-03-12,"中国","浙江",1216,1209,1,0
"1787",2020-03-12,"中国","安徽",990,984,6,0
"1788",2020-03-12,"中国","福建",296,295,1,0
"1789",2020-03-12,"中国","江西",935,934,1,0
"1790",2020-03-12,"中国","山东",760,739,7,0
"1791",2020-03-12,"中国","河南",1273,1249,22,0
"1792",2020-03-12,"中国","湖北",67781,50316,3056,0
"1793",2020-03-12,"中国","湖南",1018,1004,4,0
"1794",2020-03-12,"中国","广东",1356,1289,8,0
"1795",2020-03-12,"中国","广西",252,243,2,0
"1796",2020-03-12,"中国","海南",168,160,6,0
"1797",2020-03-12,"中国","重庆",576,564,6,0
"1798",2020-03-12,"中国","四川",539,500,3,0
"1799",2020-03-12,"中国","贵州",146,140,2,0
"1800",2020-03-12,"中国","云南",174,170,2,0
"1801",2020-03-12,"中国","西藏",1,1,0,0
"1802",2020-03-12,"中国","陕西",245,232,2,0
"1803",2020-03-12,"中国","甘肃",127,88,2,0
"1804",2020-03-12,"中国","青海",18,18,0,0
"1805",2020-03-12,"中国","宁夏",75,72,0,0
"1806",2020-03-12,"中国","新疆",76,73,3,0
"1807",2020-03-12,"中国","台湾",49,17,1,0
"1808",2020-03-12,"中国","香港",131,67,3,0
"1809",2020-03-12,"中国","澳门",10,10,0,0
"1810",2020-03-13,"中国","北京",436,342,8,0
"1811",2020-03-13,"中国","天津",136,132,3,0
"1812",2020-03-13,"中国","河北",318,310,6,0
"1813",2020-03-13,"中国","山西",133,133,0,0
"1814",2020-03-13,"中国","内蒙古",75,71,1,0
"1815",2020-03-13,"中国","辽宁",125,113,1,0
"1816",2020-03-13,"中国","吉林",93,91,1,0
"1817",2020-03-13,"中国","黑龙江",482,447,13,0
"1818",2020-03-13,"中国","上海",350,324,3,0
"1819",2020-03-13,"中国","江苏",631,630,0,0
"1820",2020-03-13,"中国","浙江",1215,1209,1,0
"1821",2020-03-13,"中国","安徽",990,984,6,0
"1822",2020-03-13,"中国","福建",296,295,1,0
"1823",2020-03-13,"中国","江西",935,934,1,0
"1824",2020-03-13,"中国","山东",760,740,7,0
"1825",2020-03-13,"中国","河南",1273,1249,22,0
"1826",2020-03-13,"中国","湖北",67786,51564,3062,0
"1827",2020-03-13,"中国","湖南",1018,1009,4,0
"1828",2020-03-13,"中国","广东",1356,1299,8,0
"1829",2020-03-13,"中国","广西",252,243,2,0
"1830",2020-03-13,"中国","海南",168,160,6,0
"1831",2020-03-13,"中国","重庆",576,566,6,0
"1832",2020-03-13,"中国","四川",539,510,3,0
"1833",2020-03-13,"中国","贵州",146,143,2,0
"1834",2020-03-13,"中国","云南",174,170,2,0
"1835",2020-03-13,"中国","西藏",1,1,0,0
"1836",2020-03-13,"中国","陕西",245,232,2,0
"1837",2020-03-13,"中国","甘肃",129,89,2,0
"1838",2020-03-13,"中国","青海",18,18,0,0
"1839",2020-03-13,"中国","宁夏",75,72,0,0
"1840",2020-03-13,"中国","新疆",76,73,3,0
"1841",2020-03-13,"中国","台湾",49,20,1,0
"1842",2020-03-13,"中国","香港",134,75,4,0
"1843",2020-03-13,"中国","澳门",10,10,0,0
"1844",2020-03-14,"中国","北京",442,353,8,0
"1845",2020-03-14,"中国","天津",136,132,3,0
"1846",2020-03-14,"中国","河北",318,310,6,0
"1847",2020-03-14,"中国","山西",133,133,0,0
"1848",2020-03-14,"中国","内蒙古",75,71,1,0
"1849",2020-03-14,"中国","辽宁",125,113,1,0
"1850",2020-03-14,"中国","吉林",93,91,1,0
"1851",2020-03-14,"中国","黑龙江",482,453,13,0
"1852",2020-03-14,"中国","上海",353,324,3,0
"1853",2020-03-14,"中国","江苏",631,631,0,0
"1854",2020-03-14,"中国","浙江",1227,1211,1,0
"1855",2020-03-14,"中国","安徽",990,984,6,0
"1856",2020-03-14,"中国","福建",296,295,1,0
"1857",2020-03-14,"中国","江西",935,934,1,0
"1858",2020-03-14,"中国","山东",760,741,7,0
"1859",2020-03-14,"中国","河南",1273,1250,22,0
"1860",2020-03-14,"中国","湖北",67794,54278,3085,0
"1861",2020-03-14,"中国","湖南",1018,1014,4,0
"1862",2020-03-14,"中国","广东",1356,1299,8,0
"1863",2020-03-14,"中国","广西",252,243,2,0
"1864",2020-03-14,"中国","海南",168,160,6,0
"1865",2020-03-14,"中国","重庆",576,566,6,0
"1866",2020-03-14,"中国","四川",539,515,3,0
"1867",2020-03-14,"中国","贵州",146,143,2,0
"1868",2020-03-14,"中国","云南",174,172,2,0
"1869",2020-03-14,"中国","西藏",1,1,0,0
"1870",2020-03-14,"中国","陕西",245,232,2,0
"1871",2020-03-14,"中国","甘肃",132,90,2,0
"1872",2020-03-14,"中国","青海",18,18,0,0
"1873",2020-03-14,"中国","宁夏",75,73,0,0
"1874",2020-03-14,"中国","新疆",76,73,3,0
"1875",2020-03-14,"中国","台湾",53,20,1,0
"1876",2020-03-14,"中国","香港",141,81,4,0
"1877",2020-03-14,"中国","澳门",10,10,0,0
"1878",2020-03-15,"中国","北京",442,353,8,0
"1879",2020-03-15,"中国","天津",136,133,3,0
"1880",2020-03-15,"中国","河北",318,310,6,0
"1881",2020-03-15,"中国","山西",133,133,0,0
"1882",2020-03-15,"中国","内蒙古",75,71,1,0
"1883",2020-03-15,"中国","辽宁",125,114,1,0
"1884",2020-03-15,"中国","吉林",93,92,1,0
"1885",2020-03-15,"中国","黑龙江",482,454,13,0
"1886",2020-03-15,"中国","上海",355,324,3,0
"1887",2020-03-15,"中国","江苏",631,631,0,0
"1888",2020-03-15,"中国","浙江",1231,1211,1,0
"1889",2020-03-15,"中国","安徽",990,984,6,0
"1890",2020-03-15,"中国","福建",296,295,1,0
"1891",2020-03-15,"中国","江西",935,934,1,0
"1892",2020-03-15,"中国","山东",760,743,7,0
"1893",2020-03-15,"中国","河南",1273,1250,22,0
"1894",2020-03-15,"中国","湖北",67798,55094,3099,0
"1895",2020-03-15,"中国","湖南",1018,1014,4,0
"1896",2020-03-15,"中国","广东",1360,1304,8,0
"1897",2020-03-15,"中国","广西",252,247,2,0
"1898",2020-03-15,"中国","海南",168,160,6,0
"1899",2020-03-15,"中国","重庆",576,570,6,0
"1900",2020-03-15,"中国","四川",539,516,3,0
"1901",2020-03-15,"中国","贵州",146,143,2,0
"1902",2020-03-15,"中国","云南",175,172,2,0
"1903",2020-03-15,"中国","西藏",1,1,0,0
"1904",2020-03-15,"中国","陕西",245,232,2,0
"1905",2020-03-15,"中国","甘肃",133,91,2,0
"1906",2020-03-15,"中国","青海",18,18,0,0
"1907",2020-03-15,"中国","宁夏",75,73,0,0
"1908",2020-03-15,"中国","新疆",76,73,3,0
"1909",2020-03-15,"中国","台湾",59,20,1,0
"1910",2020-03-15,"中国","香港",148,84,4,0
"1911",2020-03-15,"中国","澳门",10,10,0,0
"1912",2020-03-16,"中国","北京",455,368,8,0
"1913",2020-03-16,"中国","天津",136,133,3,0
"1914",2020-03-16,"中国","河北",318,310,6,0
"1915",2020-03-16,"中国","山西",133,133,0,0
"1916",2020-03-16,"中国","内蒙古",75,73,1,0
"1917",2020-03-16,"中国","辽宁",125,119,1,0
"1918",2020-03-16,"中国","吉林",93,92,1,0
"1919",2020-03-16,"中国","黑龙江",482,456,13,0
"1920",2020-03-16,"中国","上海",358,325,3,0
"1921",2020-03-16,"中国","江苏",631,631,0,0
"1922",2020-03-16,"中国","浙江",1231,1216,1,0
"1923",2020-03-16,"中国","安徽",990,984,6,0
"1924",2020-03-16,"中国","福建",296,295,1,0
"1925",2020-03-16,"中国","江西",935,934,1,0
"1926",2020-03-16,"中国","山东",761,746,7,0
"1927",2020-03-16,"中国","河南",1273,1250,22,0
"1928",2020-03-16,"中国","湖北",67799,55987,3111,0
"1929",2020-03-16,"中国","湖南",1018,1014,4,0
"1930",2020-03-16,"中国","广东",1361,1306,8,0
"1931",2020-03-16,"中国","广西",253,248,2,0
"1932",2020-03-16,"中国","海南",168,161,6,0
"1933",2020-03-16,"中国","重庆",576,570,6,0
"1934",2020-03-16,"中国","四川",539,520,3,0
"1935",2020-03-16,"中国","贵州",146,144,2,0
"1936",2020-03-16,"中国","云南",176,172,2,0
"1937",2020-03-16,"中国","西藏",1,1,0,0
"1938",2020-03-16,"中国","陕西",246,233,3,0
"1939",2020-03-16,"中国","甘肃",133,91,2,0
"1940",2020-03-16,"中国","青海",18,18,0,0
"1941",2020-03-16,"中国","宁夏",75,75,0,0
"1942",2020-03-16,"中国","新疆",76,73,3,0
"1943",2020-03-16,"中国","台湾",67,22,1,0
"1944",2020-03-16,"中国","香港",157,88,4,0
"1945",2020-03-16,"中国","澳门",11,10,0,0
"1946",2020-03-17,"中国","北京",458,373,8,0
"1947",2020-03-17,"中国","天津",136,133,3,0
"1948",2020-03-17,"中国","河北",318,310,6,0
"1949",2020-03-17,"中国","山西",133,133,0,0
"1950",2020-03-17,"中国","内蒙古",75,73,1,0
"1951",2020-03-17,"中国","辽宁",125,122,1,0
"1952",2020-03-17,"中国","吉林",93,92,1,0
"1953",2020-03-17,"中国","黑龙江",482,459,13,0
"1954",2020-03-17,"中国","上海",361,325,3,0
"1955",2020-03-17,"中国","江苏",631,631,0,0
"1956",2020-03-17,"中国","浙江",1232,1216,1,0
"1957",2020-03-17,"中国","安徽",990,984,6,0
"1958",2020-03-17,"中国","福建",296,295,1,0
"1959",2020-03-17,"中国","江西",935,934,1,0
"1960",2020-03-17,"中国","山东",761,746,7,0
"1961",2020-03-17,"中国","河南",1273,1250,22,0
"1962",2020-03-17,"中国","湖北",67799,56005,3111,0
"1963",2020-03-17,"中国","湖南",1018,1014,4,0
"1964",2020-03-17,"中国","广东",1364,1307,8,0
"1965",2020-03-17,"中国","广西",253,250,2,0
"1966",2020-03-17,"中国","海南",168,161,6,0
"1967",2020-03-17,"中国","重庆",576,570,6,0
"1968",2020-03-17,"中国","四川",539,520,3,0
"1969",2020-03-17,"中国","贵州",146,144,2,0
"1970",2020-03-17,"中国","云南",176,172,2,0
"1971",2020-03-17,"中国","西藏",1,1,0,0
"1972",2020-03-17,"中国","陕西",246,236,3,0
"1973",2020-03-17,"中国","甘肃",133,91,2,0
"1974",2020-03-17,"中国","青海",18,18,0,0
"1975",2020-03-17,"中国","宁夏",75,75,0,0
"1976",2020-03-17,"中国","新疆",76,73,3,0
"1977",2020-03-17,"中国","台湾",77,22,1,0
"1978",2020-03-17,"中国","香港",167,88,4,0
"1979",2020-03-17,"中国","澳门",12,10,0,0
"1980",2020-03-18,"中国","北京",479,379,8,0
"1981",2020-03-18,"中国","天津",136,133,3,0
"1982",2020-03-18,"中国","河北",318,310,6,0
"1983",2020-03-18,"中国","山西",133,133,0,0
"1984",2020-03-18,"中国","内蒙古",75,74,1,0
"1985",2020-03-18,"中国","辽宁",125,122,1,0
"1986",2020-03-18,"中国","吉林",93,92,1,0
"1987",2020-03-18,"中国","黑龙江",483,460,13,0
"1988",2020-03-18,"中国","上海",363,326,3,0
"1989",2020-03-18,"中国","江苏",631,631,0,0
"1990",2020-03-18,"中国","浙江",1232,1217,1,0
"1991",2020-03-18,"中国","安徽",990,984,6,0
"1992",2020-03-18,"中国","福建",296,295,1,0
"1993",2020-03-18,"中国","江西",935,934,1,0
"1994",2020-03-18,"中国","山东",761,747,7,0
"1995",2020-03-18,"中国","河南",1273,1250,22,0
"1996",2020-03-18,"中国","湖北",67800,56886,3122,0
"1997",2020-03-18,"中国","湖南",1018,1014,4,0
"1998",2020-03-18,"中国","广东",1370,1314,8,0
"1999",2020-03-18,"中国","广西",253,250,2,0
"2000",2020-03-18,"中国","海南",168,161,6,0
"2001",2020-03-18,"中国","重庆",576,570,6,0
"2002",2020-03-18,"中国","四川",540,525,3,0
"2003",2020-03-18,"中国","贵州",146,144,2,0
"2004",2020-03-18,"中国","云南",176,172,2,0
"2005",2020-03-18,"中国","西藏",1,1,0,0
"2006",2020-03-18,"中国","陕西",246,237,3,0
"2007",2020-03-18,"中国","甘肃",133,91,2,0
"2008",2020-03-18,"中国","青海",18,18,0,0
"2009",2020-03-18,"中国","宁夏",75,75,0,0
"2010",2020-03-18,"中国","新疆",76,73,3,0
"2011",2020-03-18,"中国","台湾",100,22,1,0
"2012",2020-03-18,"中国","香港",167,92,4,0
"2013",2020-03-18,"中国","澳门",15,10,0,0
"2014",2020-03-19,"中国","北京",485,384,8,0
"2015",2020-03-19,"中国","天津",137,133,3,0
"2016",2020-03-19,"中国","河北",318,310,6,0
"2017",2020-03-19,"中国","山西",133,133,0,0
"2018",2020-03-19,"中国","内蒙古",75,74,1,0
"2019",2020-03-19,"中国","辽宁",126,122,2,0
"2020",2020-03-19,"中国","吉林",93,92,1,0
"2021",2020-03-19,"中国","黑龙江",484,463,13,0
"2022",2020-03-19,"中国","上海",371,326,3,0
"2023",2020-03-19,"中国","江苏",631,631,0,0
"2024",2020-03-19,"中国","浙江",1233,1217,1,0
"2025",2020-03-19,"中国","安徽",990,984,6,0
"2026",2020-03-19,"中国","福建",296,295,1,0
"2027",2020-03-19,"中国","江西",935,934,1,0
"2028",2020-03-19,"中国","山东",762,748,7,0
"2029",2020-03-19,"中国","河南",1273,1250,22,0
"2030",2020-03-19,"中国","湖北",67800,58381,3132,0
"2031",2020-03-19,"中国","湖南",1018,1014,4,0
"2032",2020-03-19,"中国","广东",1378,1318,8,0
"2033",2020-03-19,"中国","广西",254,250,2,0
"2034",2020-03-19,"中国","海南",168,161,6,0
"2035",2020-03-19,"中国","重庆",576,570,6,0
"2036",2020-03-19,"中国","四川",541,536,3,0
"2037",2020-03-19,"中国","贵州",146,144,2,0
"2038",2020-03-19,"中国","云南",176,172,2,0
"2039",2020-03-19,"中国","西藏",1,1,0,0
"2040",2020-03-19,"中国","陕西",247,237,3,0
"2041",2020-03-19,"中国","甘肃",134,98,2,0
"2042",2020-03-19,"中国","青海",18,18,0,0
"2043",2020-03-19,"中国","宁夏",75,75,0,0
"2044",2020-03-19,"中国","新疆",76,73,3,0
"2045",2020-03-19,"中国","台湾",108,26,1,0
"2046",2020-03-19,"中国","香港",208,98,4,0
"2047",2020-03-19,"中国","澳门",17,10,0,0
"3016",2020-03-20,"中国","北京",499,392,8,0
"3017",2020-03-20,"中国","天津",137,133,3,0
"3018",2020-03-20,"中国","河北",318,310,6,0
